Analysis,Reference,Sample_number,Latitude,Longitude,Formation,Final207_235,Final207_235_Prop2SE,Final206_238,Final206_238_Prop2SE,ErrorCorrelation_6_38vs7_35,U238Pb206,U238Pb206_error_2s_abs,Pb207Pb206,Pb207Pb206_error_2s_abs,ErrorCorrelation_38_6vs7_6,FinalAge207_235,FinalAge207_235_Prop2SE,U238Pb206_age,U238Pb206_age_error_2s,FinalAge207_206,Pb207Pb206_age_error_2s,Approx_U_PPM,Approx_Th_PPM,Approx_Pb_PPM,Final_U_Th_Ratio,Si,P,Ti_ppm_m47,Ti,Y,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Hg202_CPS,Pb_ppm_m204,Pb_ppm_m206,Pb_ppm_m207,Pb_ppm_m208,Th,U,Hf176Hf177,Hf176Hf177_error_2s,Lu176Hf177,U/Pb AGE,Hf Chur (t),Hf DM (t),Hf NC(t),Hfi,epsilon,2s,T(DM)_crustal,T(NC)_crustal
MK4_HQ04_110,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,4.555,0.23,0.314,0.0069,0.38713,3.184713,0.06998256,0.1072,0.0056,0.21736,1739,42,1759,34,1754,95,180,80.4,670,2.175,133700,424,714,11.6,959,6.9,17.4,1.68,7,3.48,0.144,16.55,6.14,81.9,32.13,150.9,31.3,286.2,57.31,10680,46,Below LOD,203.6,23.83,12.33,75.1,171.1,0.281637042,2.78E-05,0.000821554,1759,0.281664461,0.281969384,0.281897394,0.281609643,-1.946200024,0.97307843,2.534904878,2.380528759
MK4_HQ04_111,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,4.83,0.24,0.3213,0.007,0.59836,3.112356,0.06780732,0.1102,0.0056,0.1627,1789,42,1796,34,1801,95,320.9,189,1621,1.648,137900,261,717,9.9,814,Below LOD,19.51,0.357,4.04,6.05,0.607,24.93,7.25,80.8,28.03,122.8,25.41,234.7,44.98,10730,76,Below LOD,380.7,46.17,29.96,178,309.7,0.281504423,2.78E-05,0.001336791,1796,0.281640494,0.281941993,0.28187043,0.281458888,-6.448139675,0.972921939,2.834276982,2.681739615
MK4_HQ04_112,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,3.933,0.21,0.2779,0.0077,0.54381,3.598417,0.09970424,0.1041,0.0054,0.2282,1622,41,1580,39,1692,95,296.1,277,1950,1.05,136800,397,711,10.8,1307,0.046,37.3,0.155,2.61,6.03,1.69,31.2,9.84,117.8,44.2,203.6,42.2,401,78.3,10020,117,Below LOD,287.7,32.71,34.7,247.8,276.5,,,,,,,,,,,,
MK4_HQ04_113,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,5,0.25,0.3176,0.0076,0.59831,3.148615,0.07534468,0.116,0.0059,0.37657,1816,43,1777,37,1893,93,162.7,94.7,809,1.677,133000,323,710,13.8,1208,0.57,4.57,0.394,4.35,6.88,0.957,34.1,10.58,118.8,43.05,179.5,34.38,305.3,58.3,8200,76,Below LOD,188.1,23.63,14.75,87.7,154.7,,,,,,,,,,,,
MK4_HQ04_114,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,5.147,0.25,0.3072,0.0074,0.60086,3.255208,0.07841322,0.1231,0.0061,0.35305,1846,40,1726,36,2003,88,274,93.5,601,2.892,134400,1032,706,11,1980,Below LOD,2.84,0.392,4.09,7.74,0.99,46.1,16.2,191.9,63.7,268,50.5,427,78.1,10990,87,2.6,297.8,40.1,10.47,83.7,257.6,,,,,,,,,,,,
MK4_HQ04_115,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,6.41,0.41,0.2848,0.0078,0.15147,3.511236,0.09616447,0.166,0.013,0.49922,2007,41,1614,39,2428,86,247,490,2100,0.674,141200,910,705,16.9,1170,7.8,31.7,4.6,21.2,14,4.8,50,12.7,126,39.2,160.6,32.2,289,54.4,9490,60,22.2,265,54.3,40.7,490,253,,,,,,,,,,,,
MK4_HQ04_116,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,7.2,1.3,0.238,0.012,0.94644,4.201681,0.2118494,0.204,0.027,0.83288,1980,150,1373,63,2730,220,749,2520,9100,0.546,138600,2160,1300,610,3300,29.6,100,13,72,85,28.7,310,61,540,123,371,64.6,563,93.9,10170,69,116,638,169,163,2440,688,,,,,,,,,,,,
MK4_HQ04_12,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,3.036,0.17,0.2423,0.0061,0.35317,4.127115,0.1039018,0.0912,0.0052,0.24241,1427,45,1398,32,1440,110,178.3,187.3,1098,0.924,133300,672,726,14,2063,0.03,4.35,0.268,4.68,10.33,0.4,54,16.86,194.8,69.9,294.7,58.6,515,96,10290,95,Below LOD,166.7,16.26,22.72,182.3,179.2,,,,,,,,,,,,
MK4_HQ04_13,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,4.84,0.25,0.3083,0.0069,0.55096,3.243594,0.07259422,0.1142,0.0059,0.2311,1789,44,1732,34,1868,96,326.6,176.7,1371,1.856,135700,359,720,6.7,923,0.04,15.08,0.119,1.77,4.69,1.19,21.6,7.26,82.9,30.16,141.9,30.57,293.1,57,10780,80,Below LOD,380.3,46.9,26.51,161.7,317.2,,,,,,,,,,,,
MK4_HQ04_14,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,4.11,0.22,0.2903,0.0072,0.59874,3.444712,0.08543551,0.1031,0.0055,0.15437,1652,44,1642,36,1667,100,120.3,90.1,680,1.338,135200,1170,722,12,582,10.6,34,3.4,17,5.1,0.51,15.8,4.39,51.7,18.85,85.9,17.5,162.5,31.47,9070,105,Below LOD,140.6,15.61,14.21,88.8,124.9,0.281644338,3.31E-05,0.000984464,1642,0.28174014,0.282055875,0.281982533,0.281613725,-4.486960244,1.159833677,2.597398374,2.440094346
MK4_HQ04_15,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,4.7,0.23,0.3141,0.0073,0.56958,3.183699,0.07399238,0.1094,0.0055,0.36874,1767,42,1767,36,1789,89,332,216.4,1698,1.535,141300,Below LOD,716,3.04,1053,Below LOD,32.1,Below LOD,Below LOD,4.19,1.2,22.9,7.52,92.3,35,164.6,34.6,329,66,10650,129,Below LOD,408.1,48.6,34.66,207.6,332.3,,,,,,,,,,,,
MK4_HQ04_16,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,4.031,0.2,0.2938,0.006,0.12883,3.403676,0.06951006,0.1003,0.0053,0.4374,1639,41,1660,30,1629,95,231.9,90.1,694,2.568,136900,236,712,3.25,429.7,0.67,11.02,0.257,1.86,0.91,0.111,6.48,2.42,32.3,13.62,67.8,15.56,160.3,33.38,11880,90,Below LOD,276.1,29.63,14.12,88.5,238.1,0.28164933,2.78E-05,0.000809504,1660,0.281728508,0.282042581,0.281969447,0.281623876,-3.713920046,0.971753283,2.564677091,2.40775551
MK4_HQ04_17,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,4.47,0.23,0.2918,0.0078,0.57047,3.427005,0.09160602,0.1119,0.0059,0.078129,1723,43,1650,39,1830,92,144.1,86.2,590,1.717,135600,279,722,5.9,730,0.122,7.13,0.123,1.26,2.9,0.92,15.98,5.45,64.3,23.42,107.4,22.59,208.9,41.86,9380,116,3.5,208.4,25.56,14.8,101.8,179.7,,,,,,,,,,,,
MK4_HQ04_18,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,3.958,0.2,0.2818,0.006,0.27229,3.548616,0.07555605,0.1017,0.0054,0.41863,1624,41,1600,30,1658,98,139.6,88.9,671,1.581,135000,240,744,12.7,598,Below LOD,10.03,0.038,0.62,1.51,0.189,10.69,3.95,51.3,19.43,89.5,18.5,175.7,34.26,9800,76,Below LOD,159.2,17.58,13.54,86.3,142,0.281651807,2.28E-05,0.000433488,1600,0.281767267,0.282086877,0.28201305,0.281638677,-4.563684602,0.798055313,2.569563489,2.411060763
MK4_HQ04_19,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,9.93,0.5,0.4425,0.011,0.60602,2.259887,0.05617798,0.1636,0.0084,0.45488,2427,46,2361,49,2489,88,188.1,128.8,1266,1.517,132600,219,712,5.1,480,0.64,15.5,0.25,1.77,6,2.6,45,9.2,52,15.4,68.3,14.3,151.1,33.8,8900,113,Below LOD,316.2,55.6,24.6,118.1,181,,,,,,,,,,,,
MK4_HQ04_2,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,2.098,0.11,0.1964,0.0046,0.14155,5.09165,0.1192545,0.078,0.0047,0.27584,1145,38,1156,25,1139,120,121.6,193.2,1008,0.6345,135900,184,750,12.8,619,0.019,63.3,0.151,2.55,3.6,0.715,15.05,4.92,55.5,20.31,93.5,19.93,192,38.04,9930,140,Below LOD,98.1,8.16,21.41,192.5,125.1,,,,,,,,,,,,
MK4_HQ04_20,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,3.645,0.18,0.2711,0.0061,0.41931,3.688676,0.08299861,0.098,0.0051,0.22707,1557,40,1546,31,1580,99,137.8,141.8,933,0.972,135000,342,732,15.4,1848,Below LOD,11.89,0.384,6.85,11.34,Below LOD,50.2,15.51,177,61.9,268.4,50.42,450.7,83.6,8860,31,1.6,144,15.4,18.59,133.7,136,0.281973258,3.26E-05,0.00099662,1546,0.281802113,0.2821267,0.282052252,0.281944105,5.038707372,1.1424792,1.943759913,1.781940222
MK4_HQ04_21,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,3.75,0.2,0.2754,0.0061,0.36616,3.631082,0.08042702,0.1,0.0054,0.23398,1583,44,1567,31,1610,100,158.5,188.1,1321,0.8321,134500,303,746,Below LOD,1692,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,157.6,Below LOD,247.2,Below LOD,420.6,81.9,9160,62,Below LOD,172,Below LOD,Below LOD,183.6,160.4,,,,,,,,,,,,
MK4_HQ04_22,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,4.73,0.25,0.3191,0.0076,0.58933,3.133814,0.074638,0.107,0.0056,0.1431,1776,47,1785,37,1746,98,150,49.93,421,3.08,135800,379,721,6.77,821,Below LOD,5.06,0.04,1,1.94,0.341,13.49,4.91,66.6,26.9,133.5,29,284,55.8,10830,110,2.7,194,22.7,8.53,47.9,153,0.281584394,4.31E-05,0.00086381,1785,0.281647621,0.281950138,0.281878448,0.281555153,-3.283100296,1.509550239,2.635663254,2.482267198
MK4_HQ04_23,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,3.93,0.21,0.2702,0.006,0.29674,3.700962,0.08218273,0.1051,0.0058,0.26985,1620,44,1542,30,1702,100,193.8,170.2,1242,1.133,140400,531,733,5.25,1658,0.78,28.85,0.461,3.93,6.55,1.76,33.8,11.68,146.6,56.3,261.3,55.6,522.4,104.6,10660,102,3.3,208.7,23.96,25.26,164.9,194.9,,,,,,,,,,,,
MK4_HQ04_24,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,3.828,0.2,0.279,0.0062,0.44503,3.584229,0.07964954,0.0988,0.0052,0.1445,1598,43,1586,31,1603,100,196.4,183.7,1353,1.078,140000,319,730,6.88,813,0.31,27.71,0.162,1.73,2.99,0.634,15.16,5.28,64.9,25.4,126.1,28.32,281.5,59.7,9900,113,2.5,215.6,23.24,26.98,173.5,197.4,0.281884461,3.65E-05,0.001459209,1586,0.281776304,0.282097205,0.282023218,0.281840655,2.283733835,1.276594347,2.143357476,1.983212592
MK4_HQ04_25,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,4.656,0.23,0.3115,0.0064,0.42741,3.210273,0.06595745,0.1102,0.0056,0.21623,1757,42,1747,31,1804,92,225,124.6,964,1.804,140100,193,735,7.5,935,0.18,8.19,0.096,1.39,3.37,0.623,19.9,6.89,84,31.7,146.1,29.46,273.1,53.6,9600,118,2.32,269.7,32.12,19.28,119.7,223.5,0.281576811,4.91E-05,0.001424744,1747,0.28167223,0.281978263,0.281906134,0.281529626,-5.062790416,1.716851892,2.713269149,2.559088483
MK4_HQ04_26,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,2.884,0.14,0.2426,0.0051,0.27851,4.122012,0.08665399,0.0869,0.0046,0.41925,1376,37,1400,26,1346,100,221.3,180.4,1099,1.221,137900,232,720,5.17,920,0.046,14.21,0.052,0.94,2.35,0.664,14.85,5.09,69.3,28.61,148.8,34.39,355.2,77.9,10020,67,2.09,208.9,19.7,22.13,172.3,219,0.282157421,2.66E-05,0.001026983,1400,0.281896151,0.282234172,0.282158044,0.282130253,8.304559611,0.932729055,1.627731334,1.460997827
MK4_HQ04_27,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,4.764,0.24,0.304,0.0073,0.28647,3.289474,0.07899065,0.1139,0.0061,0.55164,1778,41,1714,35,1861,96,169.2,207.7,1587,0.807,131500,397,715,11.4,1118,0.32,27.49,0.489,6.73,12.4,4.03,64.8,16.2,141,37.8,139.1,24.8,213.8,39.1,8850,113,2.58,196.9,24.08,30.48,192.1,163.2,,,,,,,,,,,,
MK4_HQ04_28,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,4.29,0.25,0.2744,0.0082,0.57063,3.644315,0.1089045,0.1126,0.0063,0.030999,1691,47,1562,42,1839,98,119.5,74.6,580,1.625,143500,1960,714,7.5,722,29.8,78,9.4,49,12.6,Below LOD,24.3,5.87,66.2,23.65,109.7,22.34,214.7,41.2,9980,138,3.8,125.6,15.6,11.59,71.7,120.2,,,,,,,,,,,,
MK4_HQ04_29,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,3.76,0.22,0.2706,0.0068,0.25519,3.695492,0.09286527,0.1002,0.0059,0.3541,1584,45,1548,36,1619,110,97.5,72.8,495,1.335,135300,303,730,10,603,0.237,15.44,0.107,0.74,1.72,0.319,10.39,3.64,48.2,19.39,94.7,19.98,198.8,40.32,9660,73,Below LOD,98.6,10.86,9.62,67.2,94,,,,,,,,,,,,
MK4_HQ04_3,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,3.987,0.2,0.2721,0.0058,0.6225,3.675119,0.07833772,0.1065,0.0053,0.15888,1630,40,1551,29,1740,93,556,336.9,2262,1.659,137900,358,723,6.3,1061,0.62,24.59,0.504,5.4,5.27,1.7,22.51,7.68,92.1,34.04,164.2,33.58,320.4,63.3,10480,105,2.2,615,70.8,46.9,329.8,576.2,,,,,,,,,,,,
MK4_HQ04_30,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,4.04,0.22,0.2953,0.0081,0.50402,3.386387,0.09288768,0.1001,0.0055,0.17643,1642,43,1667,41,1620,100,87.2,57.25,410,1.527,135600,196,724,12.5,510.5,Below LOD,9.68,0.043,0.69,1.91,0.376,10.08,3.34,43.8,16.52,76.6,16.35,153.2,30.66,9380,161,4.6,102,11.26,8.61,55.8,88.6,0.281627994,2.90E-05,0.000523234,1667,0.281723983,0.28203741,0.281964356,0.281611472,-3.993687978,1.014866617,2.586981546,2.430311356
MK4_HQ04_31,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,4.803,0.23,0.3241,0.0068,0.42823,3.085467,0.06473674,0.1074,0.0054,0.36403,1784,41,1809,33,1758,93,284.5,159.8,1278,1.794,137800,245,720,5.51,994,Below LOD,9.1,0.086,1.41,3.2,0.488,20.22,6.86,87,33.41,155.1,31.03,294.5,58.09,9600,141,Below LOD,354.2,41.47,24.84,150.3,277.3,0.281602324,2.77E-05,0.000977416,1809,0.281632069,0.281932364,0.281860953,0.281568785,-2.247033166,0.967966861,2.591958256,2.439074108
MK4_HQ04_32,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,3.883,0.2,0.2778,0.0065,0.25348,3.599712,0.08422652,0.1013,0.0056,0.32921,1613,39,1580,33,1640,100,124.6,96.7,721,1.294,135100,205,723,12.5,508.1,0.19,13.49,0.154,1.79,2.88,0.628,12.45,3.81,44.2,15.94,75.3,16.06,158,32.2,8050,119,Below LOD,138.9,15.27,14.27,93.2,125.6,0.281865217,2.91E-05,0.000711153,1580,0.281780177,0.282101631,0.282027574,0.28184395,2.263206907,1.018591295,2.139901631,1.979585521
MK4_HQ04_33,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,3.92,0.22,0.2929,0.0086,0.75046,3.414135,0.1002443,0.0975,0.0053,0.17409,1614,46,1655,43,1575,110,208.6,120.3,866,1.747,131500,192,705,7.3,581,Below LOD,17.53,0.032,0.73,1.59,0.49,9.01,3.41,44.8,18.02,89.1,21.31,218.9,46.5,10580,157,2.7,230,24.4,16.83,113.4,203,0.281932958,2.85E-05,0.000922813,1655,0.28173174,0.282046274,0.281973082,0.281904031,6.115438131,0.996804056,1.964099681,1.805273516
MK4_HQ04_34,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,3.148,0.16,0.2351,0.0056,0.63482,4.253509,0.1013171,0.0976,0.0049,0.28458,1445,37,1361,29,1575,92,407.4,261.5,1606,1.561,134700,377,716,5,2642,0.135,21.12,0.385,5.42,13.01,1.56,68.9,21.6,255.5,90.8,389.2,70.9,594,108.2,8330,130,4,372.7,39.81,32.33,251.2,409.8,,,,,,,,,,,,
MK4_HQ04_35,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,4.16,0.22,0.2926,0.007,0.40377,3.417635,0.0817616,0.1032,0.0058,0.078594,1666,42,1653,35,1685,100,124.8,93.6,708,1.336,135900,216,723,13.7,631,0.126,12.12,0.096,1.33,2.4,0.442,14.56,4.6,56.7,21.03,95.8,19.29,180.3,36,9260,116,2,148.3,16.87,14.57,92.8,130.3,,,,,,,,,,,,
MK4_HQ04_36,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,2.402,0.12,0.2089,0.0047,0.47299,4.786979,0.1077013,0.0842,0.0042,0.47439,1242,35,1223,25,1296,100,590,334.3,1770,1.744,138200,270,717,9.1,1285,Below LOD,16.04,0.139,2.17,5.75,1.32,27.6,9.46,119.6,43.83,199.7,40.59,363.9,69.5,10940,155,Below LOD,478.3,43.95,35.46,319.8,582.2,,,,,,,,,,,,
MK4_HQ04_37,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,3.652,0.19,0.2622,0.0057,0.58193,3.813883,0.08291049,0.1001,0.0051,0.089986,1562,39,1501,29,1633,95,345.8,257,1783,1.33,134200,204,722,4.58,964,0.088,26.69,0.116,1.99,3.76,1.07,21.7,7.04,82.2,30.1,145,30.7,316,61.8,10080,80,Below LOD,322,35.79,33.2,229.7,321.2,,,,,,,,,,,,
MK4_HQ04_38,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,1.955,0.1,0.1856,0.0041,0.56406,5.387931,0.1190222,0.0766,0.004,0.039953,1100,35,1097,22,1103,100,425,216,1040,1.969,136600,611,726,6.35,3060,0.0189,5.76,0.266,5.7,12.77,0.96,71.1,24,287,105.5,461,88.3,792,144,10420,100,2.2,318,26.5,21.19,211,441,0.282239983,3.27E-05,0.001839679,1097,0.282090496,0.282456281,0.282376683,0.282201957,3.951261858,1.143932433,1.657702831,1.48284386
MK4_HQ04_39,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,3.8,0.2,0.2779,0.007,0.6259,3.598417,0.09064022,0.1004,0.0054,0.10561,1593,46,1580,35,1641,100,122.8,91.9,673,1.348,137900,239,729,7.8,764,Below LOD,17.36,0.0341,0.7,1.87,0.298,12.32,4.68,60.2,24.16,118.2,25.78,248.4,51.29,10270,103,Below LOD,134.7,14.52,13.67,89.4,124.7,,,,,,,,,,,,
MK4_HQ04_4,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,2.84,0.18,0.2367,0.0062,0.45058,4.224757,0.1106611,0.0889,0.0055,0.036423,1369,46,1372,33,1395,120,70,73,480,2.76,138100,63,719,1.06,223,Below LOD,4.6,0.041,0.73,1.61,0.47,5,1.99,19.3,7.7,39.7,10.4,143,40.5,15610,116,Below LOD,62,6.1,8.9,66,69,,,,,,,,,,,,
MK4_HQ04_40,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,3.147,0.16,0.2489,0.0061,0.6695,4.017678,0.09846458,0.0925,0.0048,0.30344,1444,41,1432,32,1486,89,292.3,78.8,512,3.657,135900,214,733,7.5,749,Below LOD,15.59,0.123,1.46,3.32,0.63,17.45,5.75,68.8,24.85,115.6,24.49,225.2,43.74,10670,119,Below LOD,274.5,27.83,9.98,73.5,286.2,0.282039182,2.75E-05,0.000987815,1432,0.281875561,0.282210642,0.282134882,0.282012445,4.856172788,0.963576957,1.865084271,1.699951885
MK4_HQ04_41,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,1.714,0.084,0.1594,0.0035,0.40267,6.273526,0.1377499,0.0777,0.0039,0.43096,1014,32,953,19,1140,100,872,190.6,640,4.6,135200,1020,739,Below LOD,2280,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,124,Below LOD,290,71.9,242,Below LOD,317,Below LOD,12880,48,Below LOD,540,Below LOD,Below LOD,186,875,,,,,,,,,,,,
MK4_HQ04_42,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,4.13,0.22,0.3006,0.0068,0.28983,3.32668,0.07525424,0.1004,0.0055,0.31893,1660,41,1694,34,1632,98,118.9,79.2,620,1.497,133200,208,703,9.7,547.9,Below LOD,16.04,Below LOD,0.69,1.67,Below LOD,9.76,3.45,45.5,17.66,82.5,17.75,170,33.43,9740,89,2.6,144.5,15.89,12.5,78.7,123.5,0.281655336,2.62E-05,0.000625126,1694,0.281706525,0.282017458,0.281944716,0.281635271,-2.529377878,0.916078357,2.519542823,2.363393545
MK4_HQ04_43,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,3.931,0.2,0.282,0.0071,0.45136,3.546099,0.08928122,0.101,0.0052,0.1547,1622,42,1603,36,1640,99,108.8,110.5,820,0.98,134000,243,725,6.89,844,0.088,27.41,0.078,1.3,2.84,0.956,15.4,5.16,65.2,26.66,134.1,30.09,307,65.9,8890,61,2.22,121.6,13.5,16.51,106.9,109.1,,,,,,,,,,,,
MK4_HQ04_44,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,3.629,0.18,0.2011,0.0052,0.67564,4.97265,0.1285817,0.1297,0.0065,0.50595,1554,40,1181,28,2094,86,582.8,315.7,1561,1.836,138000,1553,737,20.4,2620,1.127,11.74,1.406,14.69,45.2,15.6,180,40.2,325,87.1,336,62.9,539,95.6,11630,86,15.9,448,64.7,31.03,303.5,573,,,,,,,,,,,,
MK4_HQ04_45,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,11.57,0.6,0.489,0.013,0.67511,2.04499,0.05436578,0.1723,0.0088,0.26281,2568,51,2571,60,2573,86,94,72.1,853,1.304,131700,277,710,8.4,1073,Below LOD,25.5,0.155,2.92,5.51,Below LOD,29.2,8.92,99.1,35.4,156.6,30.5,282,55.9,7070,89,Below LOD,175.8,32.7,16.7,68.9,93.8,0.281155047,2.87E-05,0.000805214,2571,0.281134659,0.281363895,0.281301366,0.281115497,-0.68156124,1.003125014,3.095158733,2.963693224
MK4_HQ04_46,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,4.31,0.41,0.289,0.014,0.73251,3.460208,0.1676225,0.108,0.0092,0.27586,1685,75,1637,70,1740,150,128,59.8,427,2.146,122800,374,702,13.9,901,Below LOD,3.75,0.085,1.1,2.82,Below LOD,18.4,6.54,82.9,30.1,140.6,28.6,276,53.8,10050,75,Below LOD,148.9,17.1,10,60.2,131.9,,,,,,,,,,,,
MK4_HQ04_47,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,4.11,0.27,0.2906,0.0082,0.28028,3.441156,0.09710076,0.1001,0.0068,0.31808,1659,50,1644,41,1631,130,65.1,76.2,570,0.844,128800,244,731,14.8,655,Below LOD,22.88,0.099,1.4,2.99,1.1,15.48,5.12,58.7,22.76,102.6,20.47,189.6,39.4,8560,60,Below LOD,69,7.66,10.69,69.3,61.6,0.281719216,5.14E-05,0.001260252,1644,0.281738848,0.282054398,0.281981079,0.281679978,-2.089527302,1.798720875,2.454098184,2.296425864
MK4_HQ04_48,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,3.662,0.19,0.2683,0.0067,0.58901,3.727171,0.09307509,0.0996,0.0052,0.12478,1562,41,1531,34,1610,99,145.6,158.7,1123,0.925,135900,438,713,4.01,1278,0.46,30.8,0.46,2.96,4.68,1.53,26.01,8.41,106.6,41.7,196.5,43.1,430.4,86.8,8720,100,Below LOD,151.7,16.64,22.1,151.9,145.6,,,,,,,,,,,,
MK4_HQ04_49,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,3.7,0.2,0.2753,0.0063,0.41395,3.632401,0.08312432,0.0978,0.0053,0.11938,1572,45,1567,32,1580,99,164.2,112.8,793,1.447,141600,249,709,9.5,675,Below LOD,22.35,0.0174,0.82,1.82,0.49,12.11,4.28,57.1,21.61,109.3,23.48,232.2,49.17,10220,79,Below LOD,182,19.44,15.87,110,167,,,,,,,,,,,,
MK4_HQ04_5,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,3.82,0.21,0.2778,0.0067,0.19293,3.599712,0.08681811,0.0992,0.0057,0.36053,1597,43,1580,34,1609,110,75.6,56.5,389,1.354,135500,224,715,7,603,Below LOD,11.58,0.022,0.55,1.75,0.33,10.86,3.83,49.4,19.65,95.2,20.42,197.2,40.6,9310,122,Below LOD,85.6,9.16,7.93,54.6,76.6,0.281953689,3.76E-05,0.000682141,1580,0.281780177,0.282101631,0.282027574,0.281933289,5.433758083,1.315187633,1.946441273,1.785544821
MK4_HQ04_50,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,5.18,0.37,0.3229,0.0091,0.57064,3.096934,0.0872781,0.1186,0.0076,0.18176,1865,59,1802,44,1901,110,73.6,63.5,584,1.148,147400,223,770,40,556,1.9,15.5,0.36,2.26,2.67,0.37,13.32,4.24,52,18.5,85.5,17.42,162.5,32.1,9490,63,2.6,96.4,12.75,12.39,63.7,78,,,,,,,,,,,,
MK4_HQ04_51,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,4.49,0.23,0.3065,0.0073,0.54983,3.262643,0.07770731,0.1068,0.0056,0.18641,1734,41,1723,36,1740,98,71.83,42.4,326,1.681,137500,285,737,16.1,715,0.0165,4.43,0.043,1.31,2.59,0.62,15.75,5.01,62.1,24.08,110.6,21.92,205.3,41.52,8730,115,Below LOD,89.1,10.36,6.65,42.36,74.7,,,,,,,,,,,,
MK4_HQ04_52,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,3.78,0.21,0.2798,0.0065,0.44606,3.573981,0.08302673,0.0987,0.0055,0.090843,1591,44,1590,33,1604,110,88.8,70.2,499,1.266,137300,253,723,8.6,737,Below LOD,14.66,0.033,0.7,1.75,0.311,12.07,4.43,60.5,24.52,117.2,24.99,237.2,48.6,10620,89,Below LOD,99,10.66,10.12,68.1,90.9,,,,,,,,,,,,
MK4_HQ04_53,Blades et al 2021,HQ-04,-23.6365,132.7321,Heavitree,4.726,0.23,0.3205,0.0067,0.12304,3.120125,0.0652257,0.1073,0.0055,0.43028,1772,42,1792,33,1747,93,188.9,100.3,831,1.875,134400,219,702,6.37,585.4,Below LOD,9.38,0.0147,0.73,1.75,0.197,11.02,3.85,48.9,19.11,87.2,18.68,180.1,34.33,10190,84,Below LOD,234.6,27.18,16.05,94.2,185.9,,,,,,,,,,,,
